Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
10/3/2016,85224,Yanaki,Paypal,1,28.75,0,15.18
12/1/2016,85001,Yanaki,Mastercard,1,28.75,0,15.45
11/14/2016,85327,Yanaki,Cash,1,28.75,0,15.44
12/22/2016,85224,Fun Fly,Visa,1,4.95,0,3.25
10/6/2016,85224,Fun Fly,Debit Visa,1,4.95,0,4.13
12/16/2016,85001,Bellen,American Express,4,99.8,0.1,53.72
12/4/2016,85224,Fun Fly,Cash,1,4.95,0,2.46
10/1/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.85
11/12/2016,85224,Carlota,Paypal,1,27.95,0,12
10/3/2016,85001,Majestic Beaut,Visa,1,32.95,0,20.54
12/3/2016,85327,Fun Fly,Debit Visa,6,29.7,0.1,16.8
11/28/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.94
12/4/2016,85001,Crested Beaut,Mastercard,1,37.95,0,22.54
11/14/2016,85001,Fun Fly,In Store,1,4.95,0,3.47
12/1/2016,85327,Bellen,Debit Visa,1,24.95,0,13.93
11/20/2016,85001,Bellen,Visa,1,24.95,0,14.17
11/26/2016,85224,Carlota,Visa,1,27.95,0,12.88
11/27/2016,85224,Aspen,Debit Mastercard,4,111.8,0.1,48.08
11/15/2016,85224,Aspen,American Express,1,27.95,0,12.23
11/14/2016,85327,Carlota,Paypal,1,27.95,0,12.87
11/26/2016,85001,Bellen,American Express,1,24.95,0,12.71
10/13/2016,85327,Quad,Mastercard,6,263.76,0.1,135.18
11/4/2016,85224,Carlota,Debit Mastercard,1,27.95,0,12.45
12/24/2016,85001,Fun Fly,Visa,1,4.95,0,2.82
12/7/2016,85001,Fun Fly,Mastercard,3,14.85,0,10.47
10/18/2016,85224,Fun Fly,Visa,2,9.9,0,7.92
11/24/2016,85224,Carlota,Debit Visa,2,55.9,0,25.08
10/30/2016,85001,Fun Fly,In Store,1,4.95,0,2.58
10/12/2016,85327,Majestic Beaut,Cash,1,32.95,0,19.56
11/13/2016,85224,Yanaki,Visa,6,172.5,0.1,89.46
12/16/2016,85327,Fun Fly,Mastercard,1,4.95,0,3.38
11/22/2016,85327,Yanaki,Mastercard,1,28.75,0,15.89
11/16/2016,85224,Fun Fly,Debit Visa,1,4.95,0,3.06
11/3/2016,85001,Fun Fly,In Store,2,9.9,0,7.08
12/12/2016,85224,Fun Fly,Mastercard,6,29.7,0.1,22.92
12/18/2016,85001,Fun Fly,Visa,1,4.95,0,2.94
10/3/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.67
12/8/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.04
12/22/2016,85001,Crested Beaut,In Store,4,151.8,0.1,88.24
11/3/2016,85224,Fun Fly,Visa,1,4.95,0,3.45
11/21/2016,85001,Fun Fly,Visa,6,29.7,0.1,19.38
11/22/2016,85001,Fun Fly,In Store,1,4.95,0,4.12
11/6/2016,85001,Majestic Beaut,Visa,1,32.95,0,19.86
12/1/2016,85224,Fun Fly,Visa,2,9.9,0,5.28
11/18/2016,85001,Fun Fly,Visa,1,4.95,0,3.87
11/11/2016,85001,Fun Fly,Cash,1,4.95,0,2.87
12/4/2016,85224,Fun Fly,Mastercard,1,4.95,0,3.42
11/3/2016,85224,Bellen,Visa,1,24.95,0,13.7
12/21/2016,85224,Fun Fly,Mastercard,6,29.7,0.1,15.18
11/15/2016,85001,Quad,Visa,1,43.96,0,22.81
11/8/2016,85224,Fun Fly,Visa,6,29.7,0.1,14.4
11/1/2016,85224,Bellen,Debit Visa,1,24.95,0,14.28
10/14/2016,85001,Yanaki,Paypal,1,28.75,0,15.15
10/13/2016,85327,Fun Fly,Debit Mastercard,6,29.7,0.1,23.4
11/28/2016,85224,Crested Beaut,Debit Mastercard,1,37.95,0,22.75
11/14/2016,85224,Quad,Visa,1,43.96,0,22.7
11/25/2016,85224,Majestic Beaut,Debit Visa,1,32.95,0,19.18
10/8/2016,85224,Yanaki,In Store,1,28.75,0,16.09
11/8/2016,85224,Fun Fly,Visa,2,9.9,0,6.72
12/22/2016,85001,Fun Fly,Debit Visa,4,19.8,0.1,14.4
12/20/2016,85327,Fun Fly,Mastercard,1,4.95,0,3.69
10/7/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.69
12/8/2016,85224,Majestic Beaut,In Store,2,65.9,0,38.68
12/10/2016,85001,Yanaki,Visa,1,28.75,0,16.03
11/15/2016,85327,Quad,Visa,1,43.96,0,21.99
10/15/2016,85001,Quad,Paypal,6,263.76,0.1,135.3
11/2/2016,85001,Fun Fly,Debit Visa,1,4.95,0,4.06
12/5/2016,85001,Fun Fly,Paypal,6,29.7,0.1,15.84
12/24/2016,85001,Yanaki,Mastercard,1,28.75,0,14.53
10/9/2016,85001,Fun Fly,Debit Mastercard,2,9.9,0,8.3
12/20/2016,85327,Quad,Mastercard,1,43.96,0,22.9
11/8/2016,85001,Majestic Beaut,Visa,1,32.95,0,19.51
12/3/2016,85224,Fun Fly,Paypal,1,4.95,0,3.37
10/17/2016,85001,Bellen,American Express,1,24.95,0,14.26
11/5/2016,85001,Yanaki,Debit Mastercard,1,28.75,0,15.44
10/1/2016,85001,Fun Fly,Mastercard,2,9.9,0,6.76
11/27/2016,85327,Quad,Debit Visa,1,43.96,0,22.56
10/1/2016,85001,Fun Fly,Visa,2,9.9,0,7.12
11/4/2016,85001,Carlota,American Express,1,27.95,0,12.6
11/17/2016,85001,Fun Fly,Cash,1,4.95,0,2.68
11/9/2016,85224,Quad,Debit Visa,2,87.92,0,44.08
10/3/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.28
10/9/2016,85001,Yanaki,Cash,1,28.75,0,15.31
10/29/2016,85224,Fun Fly,Mastercard,1,4.95,0,4.12
10/23/2016,85327,Crested Beaut,Cash,1,37.95,0,21.73
10/12/2016,85327,Quad,Debit Visa,1,43.96,0,22.79
12/16/2016,85001,Quad,Visa,1,43.96,0,21.9
10/26/2016,85001,Carlota,American Express,1,27.95,0,11.99
10/11/2016,85224,Fun Fly,Debit Mastercard,6,29.7,0.1,15.54
12/22/2016,85001,Bellen,Visa,1,24.95,0,12.7
12/17/2016,85001,Aspen,Debit Visa,1,27.95,0,12.33
11/20/2016,85001,Crested Beaut,Paypal,1,37.95,0,22.09
10/25/2016,85001,Quad,Visa,1,43.96,0,22.42
10/1/2016,85001,Fun Fly,Cash,6,29.7,0.1,18.72
10/9/2016,85001,Bellen,Visa,1,24.95,0,12.72
11/10/2016,85001,Yanaki,Paypal,1,28.75,0,14.44
11/10/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.39
11/21/2016,85327,Fun Fly,Visa,4,19.8,0.1,11.6
12/13/2016,85224,Yanaki,Cash,1,28.75,0,16.03
12/1/2016,85327,Fun Fly,In Store,1,4.95,0,2.41
10/1/2016,85001,Aspen,Paypal,1,27.95,0,11.82
12/7/2016,85001,Fun Fly,Debit Mastercard,6,29.7,0.1,17.46
12/16/2016,85001,Crested Beaut,Cash,2,75.9,0,43.82
11/16/2016,85001,Yanaki,Debit Visa,1,28.75,0,14.39
10/21/2016,85327,Fun Fly,Cash,1,4.95,0,3.58
11/22/2016,85327,Quad,Visa,1,43.96,0,22.58
10/14/2016,85327,Yanaki,Debit Visa,1,28.75,0,14.84
10/2/2016,85001,Quad,Paypal,1,43.96,0,22.67
11/10/2016,85001,Majestic Beaut,Visa,3,98.85,0,56.52
11/17/2016,85001,Bellen,American Express,1,24.95,0,12.73
10/26/2016,85327,Majestic Beaut,Cash,6,197.7,0.1,120.78
12/1/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.9
10/3/2016,85327,Yanaki,Visa,1,28.75,0,15.63
11/9/2016,85224,Quad,Cash,1,43.96,0,21.73
10/23/2016,85224,Fun Fly,Cash,1,4.95,0,3.48
12/12/2016,85001,Fun Fly,Cash,1,4.95,0,3.03
12/24/2016,85224,Fun Fly,Mastercard,1,4.95,0,2.65
12/11/2016,85327,Quad,Mastercard,1,43.96,0,21.53
11/23/2016,85001,Quad,Cash,2,87.92,0,45.66
11/14/2016,85224,Quad,Mastercard,1,43.96,0,21.85
12/20/2016,85001,Fun Fly,Debit Visa,2,9.9,0,7.46
11/16/2016,85224,Quad,Mastercard,1,43.96,0,21.68
10/12/2016,85327,Quad,American Express,1,43.96,0,22.62
10/10/2016,85001,Yanaki,Mastercard,1,28.75,0,14.53
11/17/2016,85224,Carlota,Visa,6,167.7,0.1,75.66
11/17/2016,85327,Fun Fly,Cash,1,4.95,0,2.71
11/29/2016,85001,Yanaki,Visa,1,28.75,0,15.65
10/19/2016,85001,Carlota,Mastercard,1,27.95,0,13.28
10/4/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.7
11/12/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.16
12/11/2016,85001,Fun Fly,Debit Visa,1,4.95,0,2.7
11/11/2016,85001,Fun Fly,Paypal,6,29.7,0.1,14.76
12/13/2016,85327,Fun Fly,Paypal,1,4.95,0,3.22
12/7/2016,85001,Fun Fly,Paypal,1,4.95,0,3.46
10/31/2016,85327,Fun Fly,Visa,1,4.95,0,3.56
11/15/2016,85224,Majestic Beaut,In Store,1,32.95,0,20.19
10/13/2016,85224,Carlota,Cash,1,27.95,0,13.37
11/26/2016,85001,Carlota,Mastercard,1,27.95,0,13.16
12/11/2016,85224,Fun Fly,Cash,1,4.95,0,2.43
10/9/2016,85224,Quad,Visa,1,43.96,0,22.69
12/4/2016,85327,Crested Beaut,Mastercard,1,37.95,0,22.97
11/6/2016,85327,Carlota,Debit Visa,6,167.7,0.1,78.78
12/10/2016,85327,Fun Fly,Debit Mastercard,6,29.7,0.1,17.76
10/29/2016,85001,Fun Fly,Visa,1,4.95,0,3.75
10/26/2016,85001,Carlota,Mastercard,1,27.95,0,13.36
12/24/2016,85001,Fun Fly,Cash,1,4.95,0,2.57
11/20/2016,85224,Carlota,Visa,1,27.95,0,12.96
12/12/2016,85001,Fun Fly,Visa,1,4.95,0,3.1
10/31/2016,85327,Majestic Beaut,Cash,1,32.95,0,20.24
11/30/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,3.09
10/27/2016,85224,Fun Fly,Cash,4,19.8,0.1,10.96
11/17/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.81
11/26/2016,85001,Crested Beaut,Debit Mastercard,3,113.85,0,67.08
11/25/2016,85224,Majestic Beaut,Mastercard,1,32.95,0,19.03
10/23/2016,85001,Majestic Beaut,Cash,1,32.95,0,20.59
11/12/2016,85327,Fun Fly,Visa,1,4.95,0,2.99
10/11/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.4
10/13/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.38
12/6/2016,85327,Aspen,Mastercard,1,27.95,0,11.43
10/17/2016,85001,Yanaki,Debit Visa,1,28.75,0,15.75
10/6/2016,85001,Bellen,Debit Visa,2,49.9,0,25.88
10/22/2016,85001,Yanaki,Visa,1,28.75,0,14.91
11/14/2016,85224,Majestic Beaut,Mastercard,1,32.95,0,19.16
11/20/2016,85001,Fun Fly,Cash,2,9.9,0,7.84
11/6/2016,85224,Bellen,Debit Mastercard,6,149.7,0.1,81.54
11/2/2016,85001,Bellen,Cash,1,24.95,0,13.21
11/19/2016,85224,Bellen,Visa,6,149.7,0.1,82.32
11/18/2016,85224,Quad,Debit Visa,1,43.96,0,22.01
10/7/2016,85001,Quad,Cash,1,43.96,0,22.77
10/2/2016,85001,Carlota,Paypal,1,27.95,0,13.1
10/2/2016,85327,Majestic Beaut,Mastercard,1,32.95,0,19.32
10/7/2016,85001,Fun Fly,Cash,1,4.95,0,3.71
11/8/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.45
11/30/2016,85327,Bellen,Debit Mastercard,1,24.95,0,14.34
10/31/2016,85224,Fun Fly,Cash,3,14.85,0,9.39
11/26/2016,85001,Aspen,Debit Visa,1,27.95,0,12.25
11/18/2016,85327,Fun Fly,Cash,1,4.95,0,4.02
10/10/2016,85327,Fun Fly,Paypal,6,29.7,0.1,16.38
12/16/2016,85001,Yanaki,Mastercard,3,86.25,0,47.37
11/18/2016,85224,Bellen,Visa,1,24.95,0,13.55
11/14/2016,85001,Quad,Mastercard,6,263.76,0.1,136.38
12/17/2016,85224,Bellen,Visa,2,49.9,0,28.36
10/12/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.85
12/9/2016,85001,Quad,Cash,1,43.96,0,22.1
10/21/2016,85001,Fun Fly,Debit Mastercard,4,19.8,0.1,15.4
11/12/2016,85001,Fun Fly,Debit Mastercard,2,9.9,0,5.32
11/15/2016,85001,Quad,Cash,1,43.96,0,21.61
11/20/2016,85327,Majestic Beaut,Paypal,1,32.95,0,18.9
10/20/2016,85327,Yanaki,Visa,4,115,0.1,62.04
11/7/2016,85327,Yanaki,Mastercard,1,28.75,0,14.99
12/19/2016,85327,Fun Fly,Mastercard,1,4.95,0,2.75
12/14/2016,85001,Fun Fly,Mastercard,6,29.7,0.1,16.8
10/22/2016,85327,Quad,Cash,1,43.96,0,22.08
11/30/2016,85001,Aspen,Visa,1,27.95,0,12.78
11/12/2016,85001,Fun Fly,Paypal,1,4.95,0,2.74
12/19/2016,85224,Quad,Mastercard,1,43.96,0,21.85
11/5/2016,85224,Bellen,Paypal,1,24.95,0,13.68
11/16/2016,85001,Fun Fly,Mastercard,4,19.8,0.1,15.08
11/13/2016,85224,Fun Fly,Debit Visa,2,9.9,0,6.68
11/8/2016,85001,Carlota,American Express,1,27.95,0,12.82
10/8/2016,85224,Fun Fly,Visa,1,4.95,0,2.68
12/14/2016,85224,Majestic Beaut,Paypal,2,65.9,0,40.24
10/15/2016,85001,Carlota,Mastercard,1,27.95,0,12.85
12/21/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,3.23
11/30/2016,85001,Fun Fly,Debit Visa,6,29.7,0.1,22.32
10/31/2016,85001,Fun Fly,Paypal,1,4.95,0,2.64
11/16/2016,85224,Bellen,Mastercard,6,149.7,0.1,79.92
10/7/2016,85001,Fun Fly,Paypal,1,4.95,0,3.88
10/26/2016,85327,Crested Beaut,Debit Visa,1,37.95,0,22.79
11/6/2016,85327,Fun Fly,Mastercard,1,4.95,0,4.16
11/27/2016,85327,Fun Fly,Debit Visa,1,4.95,0,3.62
12/16/2016,85001,Quad,Visa,2,87.92,0,42.92
11/6/2016,85001,Bellen,Cash,1,24.95,0,14.24
10/3/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.69
11/7/2016,85327,Yanaki,Debit Visa,1,28.75,0,16.02
11/15/2016,85001,Fun Fly,Mastercard,1,4.95,0,2.97
11/26/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,2.83
11/19/2016,85001,Quad,Mastercard,1,43.96,0,23.01
10/26/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,2.45
11/15/2016,85001,Quad,Visa,1,43.96,0,21.3
12/16/2016,85327,Fun Fly,Cash,1,4.95,0,3.19
12/6/2016,85001,Quad,Visa,1,43.96,0,22.58
10/6/2016,85001,Fun Fly,Visa,1,4.95,0,2.66
10/28/2016,85001,Quad,Cash,1,43.96,0,21.37
11/15/2016,85001,Carlota,Visa,1,27.95,0,11.76
11/19/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,2.71
10/3/2016,85224,Fun Fly,Visa,1,4.95,0,4.05
12/8/2016,85327,Carlota,Paypal,1,27.95,0,13.52
12/14/2016,85224,Fun Fly,Visa,1,4.95,0,3.3
12/24/2016,85327,Quad,Visa,1,43.96,0,22.35
11/24/2016,85327,Carlota,Visa,1,27.95,0,12.49
10/6/2016,85224,Aspen,Cash,1,27.95,0,11.84
12/22/2016,85224,Quad,Cash,1,43.96,0,21.56
12/15/2016,85224,Fun Fly,Mastercard,1,4.95,0,3.66
11/27/2016,85224,Majestic Beaut,Debit Visa,6,197.7,0.1,115.26
10/9/2016,85327,Majestic Beaut,In Store,1,32.95,0,20.23
10/14/2016,85327,Fun Fly,Cash,4,19.8,0.1,10.08
10/20/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,3.65
11/7/2016,85224,Bellen,Visa,1,24.95,0,13.75
10/3/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,3.02
11/10/2016,85224,Aspen,Mastercard,2,55.9,0,25.5
11/11/2016,85327,Carlota,Cash,1,27.95,0,12.71
11/11/2016,85224,Majestic Beaut,Mastercard,1,32.95,0,20.54
10/17/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.25
10/21/2016,85001,Quad,In Store,1,43.96,0,22.13
11/10/2016,85001,Majestic Beaut,Mastercard,1,32.95,0,19.21
12/22/2016,85224,Carlota,Cash,6,167.7,0.1,74.22
10/11/2016,85224,Fun Fly,Mastercard,4,19.8,0.1,15.92
10/9/2016,85001,Fun Fly,Visa,1,4.95,0,3.5
10/30/2016,85001,Fun Fly,Paypal,1,4.95,0,2.85
12/4/2016,85224,Fun Fly,Cash,2,9.9,0,6.02
10/7/2016,85001,Fun Fly,Paypal,1,4.95,0,3.84
10/28/2016,85224,Majestic Beaut,Debit Visa,1,32.95,0,20.1
12/12/2016,85001,Quad,Cash,1,43.96,0,22.81
11/1/2016,85327,Fun Fly,Mastercard,2,9.9,0,4.92
10/8/2016,85001,Fun Fly,Cash,1,4.95,0,2.74
10/10/2016,85224,Fun Fly,Cash,1,4.95,0,2.54
11/27/2016,85001,Quad,Visa,1,43.96,0,22.42
12/12/2016,85001,Majestic Beaut,Debit Mastercard,1,32.95,0,20.04
12/14/2016,85001,Fun Fly,Visa,1,4.95,0,3.18
11/20/2016,85224,Carlota,Debit Mastercard,1,27.95,0,12.27
10/11/2016,85001,Bellen,Cash,1,24.95,0,12.98
11/1/2016,85327,Aspen,Debit Visa,1,27.95,0,11.65
11/22/2016,85001,Majestic Beaut,Debit Visa,1,32.95,0,20.22
11/8/2016,85224,Fun Fly,Visa,1,4.95,0,3.83
12/10/2016,85001,Carlota,Paypal,1,27.95,0,13.51
11/15/2016,85327,Fun Fly,Visa,2,9.9,0,6.12
12/10/2016,85224,Fun Fly,Mastercard,2,9.9,0,5.86
10/12/2016,85224,Majestic Beaut,American Express,1,32.95,0,18.96
12/22/2016,85001,Carlota,Debit Visa,2,55.9,0,25.86
11/10/2016,85001,Yanaki,Cash,1,28.75,0,15.82
12/3/2016,85327,Fun Fly,Cash,1,4.95,0,3.4
11/21/2016,85224,Yanaki,Paypal,6,172.5,0.1,87.78
12/12/2016,85327,Yanaki,Mastercard,1,28.75,0,16.02
12/11/2016,85001,Yanaki,Visa,1,28.75,0,15.3
11/14/2016,85001,Bellen,Debit Visa,1,24.95,0,13.29
10/11/2016,85001,Majestic Beaut,Debit Mastercard,1,32.95,0,19.61
11/15/2016,85001,Quad,Debit Mastercard,1,43.96,0,21.73
10/25/2016,85327,Bellen,Debit Visa,1,24.95,0,14.18
11/10/2016,85327,Quad,American Express,1,43.96,0,22.39
11/3/2016,85001,Bellen,Visa,1,24.95,0,12.68
11/29/2016,85001,Quad,American Express,2,87.92,0,44.66
10/14/2016,85224,Fun Fly,Mastercard,1,4.95,0,2.88
11/20/2016,85224,Fun Fly,Cash,1,4.95,0,3.11
11/2/2016,85001,Fun Fly,Debit Visa,4,19.8,0.1,15.84
11/17/2016,85001,Bellen,Visa,1,24.95,0,13.77
12/12/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.08
11/22/2016,85001,Fun Fly,Mastercard,1,4.95,0,4.13
11/25/2016,85001,Quad,Paypal,1,43.96,0,21.27
12/22/2016,85001,Crested Beaut,Cash,1,37.95,0,21.74
12/19/2016,85001,Yanaki,In Store,1,28.75,0,15.87
10/4/2016,85001,Aspen,Debit Visa,1,27.95,0,12.85
11/17/2016,85001,Fun Fly,Visa,4,19.8,0.1,16.24
11/30/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.46
11/16/2016,85224,Carlota,Visa,1,27.95,0,12.53
10/7/2016,85001,Quad,Mastercard,1,43.96,0,22.42
12/5/2016,85224,Majestic Beaut,Paypal,1,32.95,0,19.57
12/8/2016,85001,Fun Fly,Visa,1,4.95,0,2.95
10/28/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,3.37
12/18/2016,85327,Aspen,Debit Mastercard,1,27.95,0,12.94
12/19/2016,85224,Crested Beaut,In Store,1,37.95,0,22.52
11/11/2016,85001,Majestic Beaut,Debit Visa,1,32.95,0,19.06
10/12/2016,85327,Carlota,Visa,1,27.95,0,12.48
10/14/2016,85001,Aspen,Mastercard,1,27.95,0,12.89
10/11/2016,85327,Crested Beaut,Mastercard,1,37.95,0,22.07
10/23/2016,85224,Fun Fly,Mastercard,1,4.95,0,2.95
11/27/2016,85001,Fun Fly,Cash,1,4.95,0,2.73
12/23/2016,85001,Aspen,Mastercard,1,27.95,0,12.13
10/3/2016,85224,Carlota,Cash,1,27.95,0,12.91
11/12/2016,85001,Carlota,Cash,1,27.95,0,12.99
11/14/2016,85001,Fun Fly,Visa,1,4.95,0,2.55
12/17/2016,85001,Bellen,Visa,1,24.95,0,13.37
11/14/2016,85327,Yanaki,Visa,1,28.75,0,15.27
11/21/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.71
12/11/2016,85224,Fun Fly,Debit Mastercard,1,4.95,0,4.04
12/7/2016,85001,Crested Beaut,Cash,1,37.95,0,21.95
12/22/2016,85001,Fun Fly,Debit Visa,1,4.95,0,4
11/27/2016,85327,Carlota,Mastercard,1,27.95,0,12.78
10/15/2016,85327,Quad,In Store,1,43.96,0,21.57
10/25/2016,85224,Majestic Beaut,American Express,2,65.9,0,39.34
11/22/2016,85001,Yanaki,Visa,1,28.75,0,14.77
10/24/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.4
11/3/2016,85001,Yanaki,Paypal,1,28.75,0,16.15
10/17/2016,85001,Carlota,Cash,4,111.8,0.1,53.28
12/12/2016,85001,Quad,Paypal,6,263.76,0.1,133.62
11/30/2016,85327,Majestic Beaut,Visa,1,32.95,0,19.54
11/19/2016,85001,Fun Fly,Mastercard,2,9.9,0,5.64
10/29/2016,85224,Quad,Visa,1,43.96,0,22.08
12/15/2016,85001,Carlota,Debit Visa,4,111.8,0.1,51.84
10/19/2016,85001,Yanaki,In Store,3,86.25,0,45.24
10/6/2016,85001,Fun Fly,Visa,1,4.95,0,2.39
11/4/2016,85001,Bellen,Mastercard,1,24.95,0,13.51
11/17/2016,85001,Fun Fly,Visa,1,4.95,0,2.8
11/7/2016,85001,Carlota,Debit Mastercard,1,27.95,0,13.35
10/30/2016,85001,Aspen,Visa,1,27.95,0,11.62
12/1/2016,85001,Quad,Cash,6,263.76,0.1,132.72
11/25/2016,85001,Crested Beaut,Mastercard,1,37.95,0,23.39
10/19/2016,85001,Quad,Mastercard,1,43.96,0,22.25
12/19/2016,85224,Majestic Beaut,American Express,1,32.95,0,18.84
12/8/2016,85327,Majestic Beaut,In Store,1,32.95,0,19.57
11/23/2016,85224,Fun Fly,Paypal,1,4.95,0,2.69
11/29/2016,85001,Quad,Cash,3,131.88,0,67.83
11/12/2016,85001,Yanaki,Debit Mastercard,1,28.75,0,15.3
10/18/2016,85001,Fun Fly,Mastercard,1,4.95,0,3.84
12/1/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,4.02
10/27/2016,85001,Quad,Visa,1,43.96,0,22.31
11/16/2016,85001,Majestic Beaut,Visa,1,32.95,0,19.43
11/14/2016,85001,Aspen,Visa,1,27.95,0,12.35
10/30/2016,85327,Quad,Cash,1,43.96,0,22.45
12/17/2016,85001,Quad,Visa,1,43.96,0,22.66
12/21/2016,85327,Majestic Beaut,Debit Visa,1,32.95,0,20.26
11/8/2016,85327,Bellen,Debit Visa,1,24.95,0,13.93
11/17/2016,85224,Fun Fly,Debit Visa,1,4.95,0,3.81
10/5/2016,85327,Carlota,Mastercard,1,27.95,0,13.23
10/24/2016,85001,Aspen,Mastercard,1,27.95,0,12.18
12/2/2016,85224,Fun Fly,Paypal,1,4.95,0,2.39
10/21/2016,85327,Carlota,Cash,1,27.95,0,12.77
12/6/2016,85327,Quad,Visa,1,43.96,0,22.03
11/10/2016,85327,Majestic Beaut,Paypal,1,32.95,0,19.75
11/8/2016,85001,Fun Fly,Mastercard,2,9.9,0,7.16
12/6/2016,85001,Fun Fly,Debit Visa,1,4.95,0,3.03
11/15/2016,85224,Yanaki,Visa,6,172.5,0.1,87.96
12/11/2016,85224,Fun Fly,Paypal,1,4.95,0,4.07
10/1/2016,85001,Crested Beaut,Visa,2,75.9,0,45.98
12/15/2016,85001,Fun Fly,Debit Visa,3,14.85,0,10.29
11/16/2016,85001,Fun Fly,Paypal,1,4.95,0,3.85
10/6/2016,85001,Carlota,Debit Mastercard,1,27.95,0,13.35
10/21/2016,85001,Crested Beaut,Paypal,1,37.95,0,22.9
10/7/2016,85001,Fun Fly,Cash,1,4.95,0,3
12/8/2016,85224,Fun Fly,Debit Visa,3,14.85,0,7.71
10/15/2016,85224,Yanaki,Debit Visa,1,28.75,0,14.72
11/11/2016,85001,Fun Fly,In Store,1,4.95,0,2.8
12/3/2016,85327,Fun Fly,American Express,3,14.85,0,8.52
10/12/2016,85001,Carlota,Cash,1,27.95,0,12.62
10/23/2016,85224,Quad,Debit Visa,6,263.76,0.1,133.62
12/2/2016,85224,Bellen,Visa,1,24.95,0,13.2
11/20/2016,85001,Yanaki,Visa,1,28.75,0,16.13
10/29/2016,85001,Fun Fly,Cash,1,4.95,0,2.63
11/12/2016,85001,Fun Fly,Paypal,6,29.7,0.1,18.96
12/12/2016,85001,Fun Fly,Paypal,2,9.9,0,5.3
10/26/2016,85327,Fun Fly,Mastercard,1,4.95,0,3.39
11/20/2016,85001,Quad,Mastercard,1,43.96,0,22.85
11/12/2016,85224,Fun Fly,Paypal,1,4.95,0,3.48
10/27/2016,85327,Bellen,Visa,1,24.95,0,14.46
12/3/2016,85327,Carlota,Visa,1,27.95,0,12
11/3/2016,85001,Quad,Visa,3,131.88,0,67.23
11/14/2016,85224,Fun Fly,American Express,1,4.95,0,3.08
10/13/2016,85001,Bellen,Mastercard,1,24.95,0,13.71
10/20/2016,85327,Quad,Mastercard,1,43.96,0,23.02
11/1/2016,85001,Majestic Beaut,Debit Mastercard,1,32.95,0,19.91
10/18/2016,85327,Quad,Mastercard,1,43.96,0,21.29
10/17/2016,85001,Crested Beaut,American Express,1,37.95,0,22.49
11/16/2016,85327,Carlota,Debit Mastercard,1,27.95,0,12.9
10/29/2016,85327,Aspen,Debit Visa,1,27.95,0,11.91
11/18/2016,85327,Quad,Visa,1,43.96,0,22.81
10/4/2016,85001,Fun Fly,Debit Mastercard,1,4.95,0,3.61
11/12/2016,85327,Carlota,Debit Visa,1,27.95,0,13.31
10/31/2016,85327,Majestic Beaut,Mastercard,3,98.85,0,57.3
10/22/2016,85224,Carlota,Cash,4,111.8,0.1,53.28
12/19/2016,85327,Yanaki,Debit Visa,1,28.75,0,15
11/17/2016,85327,Fun Fly,Debit Mastercard,1,4.95,0,2.5
10/15/2016,85224,Fun Fly,Mastercard,1,4.95,0,3.31
11/19/2016,85001,Fun Fly,Cash,1,4.95,0,3.25
12/19/2016,85001,Fun Fly,Visa,1,4.95,0,2.41
12/12/2016,85001,Majestic Beaut,Paypal,1,32.95,0,19.07
12/21/2016,85224,Yanaki,Mastercard,2,57.5,0,31.1
11/16/2016,85001,Yanaki,Visa,1,28.75,0,15.17
10/28/2016,85001,Aspen,Cash,1,27.95,0,11.69
11/7/2016,85224,Aspen,American Express,1,27.95,0,11.49
12/20/2016,85224,Fun Fly,Debit Visa,1,4.95,0,3.47
11/12/2016,85224,Crested Beaut,Mastercard,1,37.95,0,21.8
12/3/2016,85327,Carlota,Paypal,1,27.95,0,12.11
