Date,Store Zip Code,Product,Payment Type,Units,Amount of Sale,Revenue Discount,COGS
10/26/2016,89419,Aspen,Debit Visa,1,27.95,0,12.13
10/20/2016,89115,Bellen,Cash,1,24.95,0,13.1
10/31/2016,89419,Aspen,In Store,2,55.9,0,21.96
11/18/2016,89419,Bellen,Debit Visa,1,24.95,0,13.74
12/20/2016,89030,Aspen,Debit Visa,1,27.95,0,11.96
10/29/2016,89419,Majestic Beaut,In Store,1,32.95,0,18.7
10/13/2016,89030,Quad,Cash,1,43.96,0,21.5
11/9/2016,89030,Yanaki,In Store,6,172.5,0.1,88.2
10/31/2016,89115,Yanaki,Debit Visa,6,172.5,0.1,81.42
10/2/2016,89115,Yanaki,Visa,1,28.75,0,15.84
10/8/2016,89030,Quad,Paypal,1,43.96,0,20.71
12/5/2016,89030,Yanaki,Paypal,1,28.75,0,14.32
12/1/2016,89419,Yanaki,American Express,1,28.75,0,15.87
12/20/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,3.99
10/22/2016,89419,Fun Fly,Paypal,1,4.95,0,3.92
11/14/2016,89030,Yanaki,Debit Visa,4,115,0.1,63.24
10/18/2016,89115,Majestic Beaut,Cash,2,65.9,0,36.12
10/27/2016,89419,Yanaki,Cash,1,28.75,0,15.43
11/14/2016,89030,Quad,Debit Visa,1,43.96,0,20.62
11/7/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.94
10/5/2016,89115,Fun Fly,Paypal,12,59.4,0.1875,26.64
10/11/2016,89030,Majestic Beaut,Cash,1,32.95,0,19.21
10/31/2016,89030,Majestic Beaut,Debit Visa,6,197.7,0.1,117.72
11/28/2016,89030,Aspen,Cash,12,335.4,0.1875,146.76
11/22/2016,89115,Bellen,Debit Mastercard,2,49.9,0,27.62
10/18/2016,89030,Quad,Debit Mastercard,1,43.96,0,21.02
11/29/2016,89115,Yanaki,Debit Visa,1,28.75,0,14.64
12/5/2016,89030,Carlota,Debit Visa,3,83.85,0,36.87
11/10/2016,89115,Yanaki,Paypal,1,28.75,0,14.59
10/8/2016,89115,Fun Fly,Paypal,1,4.95,0,3.51
11/27/2016,89030,Aspen,Cash,1,27.95,0,11.02
11/9/2016,89419,Aspen,Mastercard,2,55.9,0,21.76
10/31/2016,89030,Fun Fly,Visa,2,9.9,0,4.44
10/5/2016,89115,Majestic Beaut,American Express,1,32.95,0,18.54
10/24/2016,89115,Fun Fly,Debit Visa,1,4.95,0,2.43
10/4/2016,89115,Quad,Cash,6,263.76,0.1,133.92
10/18/2016,89030,Quad,Debit Visa,2,87.92,0,45.82
12/12/2016,89419,Aspen,In Store,1,27.95,0,12.8
11/19/2016,89115,Bellen,Visa,1,24.95,0,12.52
11/18/2016,89419,Fun Fly,Cash,1,4.95,0,1.88
11/24/2016,89419,Majestic Beaut,Visa,12,395.4,0.1875,216.84
11/24/2016,89419,Yanaki,Debit Visa,1,28.75,0,13.97
11/4/2016,89030,Fun Fly,Cash,6,29.7,0.1,15.18
12/22/2016,89030,Bellen,Debit Mastercard,1,24.95,0,13.32
12/5/2016,89115,Fun Fly,Debit Visa,1,4.95,0,2.4
12/14/2016,89115,Quad,Debit Visa,1,43.96,0,21.67
10/27/2016,89419,Aspen,Debit Visa,1,27.95,0,12.58
11/25/2016,89030,Bellen,Paypal,1,24.95,0,12.44
11/26/2016,89419,Fun Fly,Debit Visa,1,4.95,0,2.07
10/1/2016,89419,Fun Fly,Debit Visa,1,4.95,0,2.56
10/12/2016,89115,Bellen,Cash,1,24.95,0,14.16
12/14/2016,89419,Aspen,Paypal,1,27.95,0,12.03
10/26/2016,89030,Yanaki,Paypal,1,28.75,0,14.38
11/4/2016,89419,Yanaki,Mastercard,1,28.75,0,15.42
12/23/2016,89115,Bellen,Visa,1,24.95,0,12.33
12/18/2016,89115,Bellen,Debit Visa,1,24.95,0,12.96
12/4/2016,89115,Fun Fly,Cash,2,9.9,0,6.86
10/11/2016,89419,Carlota,Cash,1,27.95,0,13.31
10/15/2016,89115,Yanaki,Debit Visa,1,28.75,0,15.85
10/14/2016,89115,Aspen,Debit Visa,2,55.9,0,25.88
10/23/2016,89030,Fun Fly,Cash,1,4.95,0,2.31
11/15/2016,89030,Quad,Debit Visa,1,43.96,0,21.86
11/17/2016,89030,Fun Fly,Cash,1,4.95,0,3.62
10/16/2016,89030,Quad,Cash,12,527.52,0.1875,258.96
11/22/2016,89030,Fun Fly,Paypal,1,4.95,0,3.75
10/27/2016,89115,Quad,Paypal,6,263.76,0.1,124.5
12/14/2016,89419,Yanaki,Mastercard,1,28.75,0,13.71
11/2/2016,89115,Quad,Visa,1,43.96,0,20.88
12/17/2016,89030,Fun Fly,American Express,1,4.95,0,2.79
11/5/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.8
10/29/2016,89419,Carlota,Paypal,1,27.95,0,12.84
12/11/2016,89030,Aspen,Cash,1,27.95,0,12.17
10/28/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,13.85
10/24/2016,89419,Fun Fly,Debit Visa,1,4.95,0,2.29
10/5/2016,89419,Aspen,Paypal,1,27.95,0,10.78
10/31/2016,89115,Aspen,Visa,1,27.95,0,10.4
12/18/2016,89030,Yanaki,Visa,1,28.75,0,15.76
10/29/2016,89030,Aspen,Paypal,12,335.4,0.1875,128.04
11/1/2016,89419,Yanaki,Paypal,6,172.5,0.1,96.24
11/25/2016,89115,Bellen,Debit Visa,1,24.95,0,13.79
10/6/2016,89115,Carlota,Visa,1,27.95,0,10.85
11/24/2016,89030,Fun Fly,Debit Visa,12,59.4,0.1875,43.92
11/3/2016,89419,Yanaki,Visa,2,57.5,0,31.66
10/26/2016,89115,Fun Fly,Paypal,6,29.7,0.1,21.06
12/11/2016,89419,Yanaki,Mastercard,12,345,0.1875,172.32
11/23/2016,89030,Carlota,Visa,1,27.95,0,12.58
12/13/2016,89115,Yanaki,Visa,2,57.5,0,31.78
10/3/2016,89030,Fun Fly,Cash,1,4.95,0,2.57
10/13/2016,89115,Yanaki,Visa,2,57.5,0,31.38
11/21/2016,89030,Bellen,Debit Mastercard,12,299.4,0.1875,152.4
11/15/2016,89030,Bellen,Debit Mastercard,1,24.95,0,14.42
10/9/2016,89030,Bellen,Debit Mastercard,1,24.95,0,13.01
10/2/2016,89030,Aspen,Debit Visa,1,27.95,0,10.85
11/14/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.22
10/20/2016,89030,Fun Fly,Cash,1,4.95,0,2.04
10/7/2016,89419,Aspen,Debit Visa,1,27.95,0,12.11
11/5/2016,89419,Aspen,In Store,1,27.95,0,10.32
10/25/2016,89115,Aspen,Cash,1,27.95,0,11.9
12/23/2016,89115,Majestic Beaut,Debit Visa,1,32.95,0,20.3
12/24/2016,89419,Carlota,Mastercard,1,27.95,0,11.31
12/7/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,3.13
10/14/2016,89115,Quad,In Store,1,43.96,0,22.72
10/29/2016,89030,Majestic Beaut,Cash,1,32.95,0,19.92
11/7/2016,89030,Fun Fly,Mastercard,2,9.9,0,6.62
12/11/2016,89115,Bellen,Debit Visa,1,24.95,0,12.53
11/21/2016,89419,Quad,Visa,1,43.96,0,21.9
10/20/2016,89419,Majestic Beaut,Debit Visa,1,32.95,0,18.65
10/9/2016,89115,Fun Fly,In Store,1,4.95,0,3.02
11/18/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.68
12/21/2016,89030,Quad,Cash,12,527.52,0.1875,272.88
11/20/2016,89419,Quad,Paypal,1,43.96,0,20.51
11/5/2016,89115,Majestic Beaut,Visa,12,395.4,0.1875,240.12
11/26/2016,89030,Fun Fly,Cash,2,9.9,0,3.18
10/13/2016,89419,Majestic Beaut,Debit Visa,1,32.95,0,19.76
10/9/2016,89030,Quad,Visa,12,527.52,0.1875,263.88
11/8/2016,89419,Fun Fly,Mastercard,1,4.95,0,3.17
11/28/2016,89030,Fun Fly,Debit Visa,1,4.95,0,1.8
10/18/2016,89115,Fun Fly,American Express,6,29.7,0.1,12.78
10/30/2016,89030,Quad,Debit Visa,1,43.96,0,22.15
10/22/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,2.36
10/2/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,20.08
12/3/2016,89419,Aspen,Paypal,1,27.95,0,11.98
11/25/2016,89115,Aspen,Visa,1,27.95,0,11.27
12/7/2016,89419,Majestic Beaut,Debit Visa,1,32.95,0,17.91
11/7/2016,89419,Bellen,Paypal,1,24.95,0,12.69
10/29/2016,89030,Carlota,Debit Visa,6,167.7,0.1,75.66
10/16/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,3.31
10/1/2016,89030,Yanaki,Debit Visa,2,57.5,0,32.08
12/7/2016,89030,Fun Fly,Debit Mastercard,1,4.95,0,2.97
12/23/2016,89115,Bellen,Cash,1,24.95,0,12.17
12/16/2016,89115,Quad,Debit Mastercard,6,263.76,0.1,129.3
12/15/2016,89419,Bellen,Debit Visa,2,49.9,0,28.74
11/5/2016,89419,Yanaki,Cash,6,172.5,0.1,88.62
11/17/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,2.99
12/5/2016,89030,Fun Fly,Cash,6,29.7,0.1,24.66
12/4/2016,89030,Fun Fly,Cash,1,4.95,0,3.27
12/12/2016,89419,Yanaki,Cash,12,345,0.1875,192
10/3/2016,89115,Aspen,In Store,1,27.95,0,11.47
11/8/2016,89030,Fun Fly,Visa,1,4.95,0,4.05
10/1/2016,89419,Yanaki,Debit Visa,2,57.5,0,31.62
11/6/2016,89030,Fun Fly,Debit Visa,2,9.9,0,8.1
12/10/2016,89419,Fun Fly,Paypal,1,4.95,0,2.92
10/8/2016,89419,Quad,Debit Visa,1,43.96,0,21.5
10/27/2016,89419,Aspen,Cash,1,27.95,0,10.38
10/15/2016,89115,Fun Fly,Cash,1,4.95,0,4.05
11/5/2016,89419,Yanaki,In Store,1,28.75,0,14.91
10/18/2016,89419,Yanaki,Cash,1,28.75,0,13.67
10/7/2016,89419,Bellen,Visa,1,24.95,0,13.83
11/18/2016,89030,Fun Fly,Visa,1,4.95,0,2.24
11/3/2016,89030,Fun Fly,Cash,1,4.95,0,3.9
12/24/2016,89030,Aspen,Visa,1,27.95,0,10.95
11/9/2016,89419,Quad,In Store,1,43.96,0,22.88
10/18/2016,89419,Carlota,In Store,6,167.7,0.1,74.16
11/18/2016,89115,Bellen,Mastercard,1,24.95,0,14.4
11/4/2016,89115,Fun Fly,Visa,6,29.7,0.1,17.28
12/15/2016,89030,Carlota,Paypal,12,335.4,0.1875,146.4
10/29/2016,89419,Aspen,Cash,1,27.95,0,11.65
10/17/2016,89115,Aspen,Visa,1,27.95,0,10.67
10/27/2016,89419,Aspen,Visa,1,27.95,0,10.79
12/4/2016,89030,Quad,Cash,1,43.96,0,21.86
10/28/2016,89419,Quad,Debit Visa,2,87.92,0,45.9
11/20/2016,89030,Bellen,Paypal,1,24.95,0,11.95
10/22/2016,89030,Bellen,American Express,1,24.95,0,12
10/30/2016,89030,Yanaki,Mastercard,1,28.75,0,14.29
11/9/2016,89030,Yanaki,Paypal,12,345,0.1875,171.96
10/21/2016,89419,Quad,Cash,12,527.52,0.1875,251.04
11/28/2016,89419,Fun Fly,Mastercard,1,4.95,0,4.12
12/10/2016,89030,Aspen,Debit Visa,1,27.95,0,12.21
11/21/2016,89115,Bellen,Debit Mastercard,1,24.95,0,13.45
11/21/2016,89030,Aspen,Debit Mastercard,1,27.95,0,10.89
10/4/2016,89115,Bellen,Cash,1,24.95,0,13.15
10/16/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.11
10/25/2016,89419,Carlota,Cash,1,27.95,0,13.1
11/25/2016,89419,Bellen,In Store,3,74.85,0,39.03
12/9/2016,89419,Aspen,Cash,1,27.95,0,12.7
11/23/2016,89419,Bellen,Debit Visa,1,24.95,0,14.42
11/20/2016,89115,Bellen,Mastercard,1,24.95,0,13.1
12/1/2016,89030,Yanaki,Debit Mastercard,1,28.75,0,14.21
10/22/2016,89115,Fun Fly,Visa,1,4.95,0,3.2
10/2/2016,89419,Majestic Beaut,Debit Mastercard,1,32.95,0,19.68
11/15/2016,89115,Fun Fly,Debit Visa,1,4.95,0,3.03
11/27/2016,89419,Fun Fly,Mastercard,1,4.95,0,2.56
10/9/2016,89115,Bellen,Debit Visa,12,299.4,0.1875,161.52
10/4/2016,89419,Carlota,Cash,1,27.95,0,11.29
11/12/2016,89419,Aspen,Mastercard,1,27.95,0,12.84
11/3/2016,89115,Bellen,Mastercard,1,24.95,0,13.26
11/21/2016,89419,Aspen,Debit Visa,1,27.95,0,12.82
10/23/2016,89419,Aspen,Debit Mastercard,1,27.95,0,11.21
10/14/2016,89030,Quad,Cash,1,43.96,0,22.59
11/11/2016,89419,Majestic Beaut,Visa,1,32.95,0,17.96
12/8/2016,89115,Quad,In Store,6,263.76,0.1,123
12/17/2016,89115,Yanaki,In Store,1,28.75,0,15.68
11/11/2016,89030,Quad,Visa,1,43.96,0,21.08
12/24/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.93
10/4/2016,89419,Carlota,Debit Mastercard,1,27.95,0,13.03
12/3/2016,89030,Quad,Cash,6,263.76,0.1,135.42
10/31/2016,89115,Fun Fly,Visa,1,4.95,0,2.2
12/15/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,20.6
10/10/2016,89030,Bellen,Cash,1,24.95,0,13.18
10/4/2016,89115,Bellen,Cash,1,24.95,0,14.18
10/29/2016,89030,Bellen,Debit Visa,1,24.95,0,13.18
12/15/2016,89030,Yanaki,Debit Mastercard,1,28.75,0,15.1
10/2/2016,89419,Bellen,American Express,1,24.95,0,14.24
10/18/2016,89030,Carlota,Debit Visa,1,27.95,0,11.48
12/3/2016,89419,Bellen,Cash,1,24.95,0,12.73
10/3/2016,89030,Quad,American Express,12,527.52,0.1875,269.88
11/19/2016,89115,Yanaki,Debit Mastercard,6,172.5,0.1,91.86
11/3/2016,89419,Fun Fly,Debit Mastercard,1,4.95,0,3.22
10/4/2016,89115,Bellen,In Store,1,24.95,0,11.9
10/30/2016,89115,Quad,Visa,1,43.96,0,21.19
10/27/2016,89115,Bellen,Paypal,1,24.95,0,14.29
11/24/2016,89419,Bellen,Cash,1,24.95,0,14.3
10/11/2016,89030,Aspen,Debit Visa,1,27.95,0,10.4
12/16/2016,89030,Bellen,American Express,1,24.95,0,12.37
11/26/2016,89419,Yanaki,Cash,2,57.5,0,27.2
10/5/2016,89030,Bellen,Cash,1,24.95,0,13.14
12/20/2016,89030,Bellen,Mastercard,1,24.95,0,12.99
10/17/2016,89419,Aspen,Mastercard,4,111.8,0.1,42.76
11/16/2016,89419,Yanaki,Debit Visa,1,28.75,0,14.47
12/11/2016,89419,Fun Fly,Debit Visa,1,4.95,0,4.07
11/24/2016,89115,Fun Fly,Mastercard,6,29.7,0.1,19.2
10/10/2016,89030,Bellen,Visa,1,24.95,0,13.86
10/13/2016,89115,Quad,Debit Visa,1,43.96,0,22.85
10/21/2016,89030,Yanaki,Debit Visa,2,57.5,0,28.98
10/19/2016,89030,Fun Fly,Debit Mastercard,6,29.7,0.1,18.36
10/30/2016,89115,Quad,American Express,1,43.96,0,22.87
11/1/2016,89115,Yanaki,Cash,1,28.75,0,14.95
12/1/2016,89030,Bellen,Visa,12,299.4,0.1875,151.92
11/23/2016,89115,Fun Fly,Mastercard,1,4.95,0,2.49
11/7/2016,89030,Bellen,American Express,2,49.9,0,25.12
10/30/2016,89419,Fun Fly,Cash,6,29.7,0.1,14.22
10/11/2016,89030,Fun Fly,Cash,1,4.95,0,3.97
11/25/2016,89030,Fun Fly,Debit Visa,1,4.95,0,3.25
12/5/2016,89030,Quad,Debit Mastercard,1,43.96,0,20.68
11/23/2016,89115,Fun Fly,Visa,1,4.95,0,2.79
12/4/2016,89419,Yanaki,Mastercard,1,28.75,0,15.7
12/19/2016,89419,Quad,American Express,1,43.96,0,22.07
10/27/2016,89115,Yanaki,Paypal,1,28.75,0,15.18
10/10/2016,89030,Quad,Debit Mastercard,1,43.96,0,21.94
12/19/2016,89030,Majestic Beaut,Cash,1,32.95,0,18.58
11/5/2016,89115,Bellen,Debit Mastercard,6,149.7,0.1,71.28
11/26/2016,89115,Bellen,Mastercard,1,24.95,0,12.95
10/20/2016,89419,Fun Fly,Debit Visa,1,4.95,0,3.58
11/11/2016,89419,Fun Fly,Visa,1,4.95,0,1.8
12/22/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,20.43
10/5/2016,89419,Carlota,Paypal,3,83.85,0,36.09
10/25/2016,89419,Bellen,Debit Visa,12,299.4,0.1875,153.24
11/23/2016,89115,Quad,Cash,1,43.96,0,22.22
11/19/2016,89115,Bellen,Debit Visa,1,24.95,0,12.31
12/17/2016,89030,Yanaki,Visa,1,28.75,0,16.14
12/24/2016,89030,Quad,Cash,1,43.96,0,21.3
10/25/2016,89115,Yanaki,Visa,1,28.75,0,13.73
10/17/2016,89115,Fun Fly,Cash,1,4.95,0,1.6
10/12/2016,89030,Fun Fly,Visa,1,4.95,0,4.11
12/18/2016,89030,Majestic Beaut,Cash,1,32.95,0,19.61
11/4/2016,89419,Fun Fly,Debit Visa,2,9.9,0,3.78
10/9/2016,89115,Quad,Cash,1,43.96,0,22.77
12/16/2016,89030,Carlota,Paypal,1,27.95,0,11.64
10/26/2016,89115,Bellen,Debit Visa,6,149.7,0.1,84.54
12/19/2016,89419,Yanaki,Cash,1,28.75,0,15.49
12/22/2016,89419,Aspen,Debit Visa,1,27.95,0,10.58
11/5/2016,89419,Yanaki,Visa,1,28.75,0,14.94
11/30/2016,89115,Quad,Paypal,12,527.52,0.1875,276.36
11/21/2016,89419,Yanaki,Cash,1,28.75,0,14.84
11/29/2016,89419,Aspen,Cash,1,27.95,0,12.16
12/22/2016,89115,Fun Fly,Paypal,1,4.95,0,1.63
10/13/2016,89030,Fun Fly,Paypal,1,4.95,0,1.64
12/11/2016,89030,Fun Fly,Debit Mastercard,12,59.4,0.1875,38.76
11/5/2016,89419,Bellen,Debit Visa,1,24.95,0,13.72
11/22/2016,89030,Yanaki,Debit Mastercard,12,345,0.1875,193.2
10/26/2016,89030,Quad,Mastercard,1,43.96,0,21.52
12/14/2016,89419,Yanaki,Paypal,1,28.75,0,13.85
12/14/2016,89030,Aspen,Visa,1,27.95,0,10.88
11/15/2016,89030,Quad,Debit Visa,1,43.96,0,22.94
11/28/2016,89115,Fun Fly,Debit Visa,1,4.95,0,3.79
12/6/2016,89419,Quad,Mastercard,1,43.96,0,21.85
10/9/2016,89419,Carlota,Cash,1,27.95,0,12.17
11/9/2016,89115,Yanaki,Debit Mastercard,1,28.75,0,14.91
10/19/2016,89419,Yanaki,Mastercard,2,57.5,0,27.8
12/13/2016,89030,Fun Fly,American Express,1,4.95,0,3.85
10/5/2016,89419,Majestic Beaut,Debit Mastercard,1,32.95,0,19.56
10/25/2016,89030,Fun Fly,Debit Mastercard,6,29.7,0.1,22.44
12/12/2016,89115,Yanaki,Cash,12,345,0.1875,182.16
10/26/2016,89030,Yanaki,Debit Visa,1,28.75,0,14.85
11/6/2016,89419,Aspen,Cash,1,27.95,0,12.57
11/11/2016,89030,Fun Fly,In Store,1,4.95,0,2.59
11/24/2016,89030,Majestic Beaut,Debit Visa,1,32.95,0,20.44
12/2/2016,89030,Bellen,Debit Visa,6,149.7,0.1,84.36
11/10/2016,89115,Aspen,Debit Visa,1,27.95,0,10.33
11/15/2016,89030,Bellen,Visa,1,24.95,0,11.94
11/1/2016,89115,Fun Fly,Debit Visa,1,4.95,0,1.54
10/31/2016,89115,Fun Fly,Debit Mastercard,1,4.95,0,3.9
12/3/2016,89115,Fun Fly,In Store,2,9.9,0,5.84
12/19/2016,89115,Yanaki,Visa,1,28.75,0,15.44
12/7/2016,89030,Aspen,Mastercard,2,55.9,0,22.08
10/13/2016,89115,Fun Fly,Visa,1,4.95,0,4.03
11/3/2016,89030,Bellen,Mastercard,6,149.7,0.1,73.86
12/10/2016,89419,Fun Fly,Debit Visa,12,59.4,0.1875,45.96
10/14/2016,89030,Aspen,Debit Visa,1,27.95,0,12.49
12/17/2016,89115,Quad,Debit Visa,12,527.52,0.1875,255.48
12/7/2016,89419,Quad,Cash,2,87.92,0,41.46
10/28/2016,89115,Aspen,Paypal,1,27.95,0,12.17
11/7/2016,89419,Carlota,Paypal,1,27.95,0,11.88
11/5/2016,89115,Fun Fly,Debit Visa,12,59.4,0.1875,27.96
12/6/2016,89419,Majestic Beaut,Paypal,1,32.95,0,20.01
11/27/2016,89419,Fun Fly,Paypal,6,29.7,0.1,15.9
11/24/2016,89030,Aspen,In Store,1,27.95,0,12.29
11/10/2016,89030,Yanaki,Mastercard,1,28.75,0,15.45
10/14/2016,89419,Quad,Debit Visa,1,43.96,0,20.55
11/5/2016,89419,Fun Fly,American Express,1,4.95,0,2.27
12/16/2016,89115,Carlota,Cash,12,335.4,0.1875,156.24
11/11/2016,89030,Fun Fly,Cash,2,9.9,0,6.04
12/15/2016,89115,Bellen,Paypal,1,24.95,0,12.97
10/28/2016,89030,Bellen,Debit Mastercard,1,24.95,0,11.9
12/24/2016,89115,Fun Fly,American Express,1,4.95,0,1.66
12/18/2016,89419,Bellen,Mastercard,1,24.95,0,12.11
10/27/2016,89115,Fun Fly,Mastercard,12,59.4,0.1875,17.88
12/13/2016,89030,Yanaki,Paypal,1,28.75,0,15.66
10/20/2016,89115,Bellen,Visa,12,299.4,0.1875,150.6
11/21/2016,89030,Bellen,Paypal,3,74.85,0,39.93
10/31/2016,89419,Aspen,Cash,1,27.95,0,10.56
12/20/2016,89419,Quad,In Store,6,263.76,0.1,125.04
10/14/2016,89115,Majestic Beaut,Debit Visa,1,32.95,0,17.93
10/16/2016,89030,Quad,Visa,12,527.52,0.1875,269.4
12/1/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,14.63
10/3/2016,89419,Bellen,Debit Mastercard,1,24.95,0,14.4
12/16/2016,89030,Yanaki,Debit Visa,1,28.75,0,13.97
10/31/2016,89030,Fun Fly,Mastercard,1,4.95,0,2.33
11/12/2016,89030,Aspen,Debit Visa,6,167.7,0.1,71.58
11/8/2016,89030,Yanaki,Visa,12,345,0.1875,188.04
10/16/2016,89115,Majestic Beaut,Visa,1,32.95,0,19.94
10/29/2016,89115,Yanaki,In Store,12,345,0.1875,162.24
12/22/2016,89115,Carlota,Debit Mastercard,1,27.95,0,11.48
11/6/2016,89419,Bellen,Cash,2,49.9,0,26.44
10/22/2016,89030,Yanaki,Debit Visa,2,57.5,0,28.64
10/14/2016,89115,Yanaki,Mastercard,6,172.5,0.1,90.96
11/10/2016,89419,Majestic Beaut,Mastercard,12,395.4,0.1875,223.44
12/10/2016,89419,Bellen,Visa,1,24.95,0,11.97
12/16/2016,89115,Bellen,Cash,1,24.95,0,13.9
10/24/2016,89419,Yanaki,Debit Visa,1,28.75,0,13.81
11/18/2016,89115,Quad,Visa,12,527.52,0.1875,269.52
12/17/2016,89115,Fun Fly,Visa,1,4.95,0,3.05
11/20/2016,89419,Fun Fly,Cash,1,4.95,0,4.07
12/22/2016,89030,Bellen,Cash,1,24.95,0,12.61
10/30/2016,89419,Aspen,Visa,1,27.95,0,11.04
10/16/2016,89030,Quad,Visa,12,527.52,0.1875,274.56
12/13/2016,89115,Quad,Mastercard,1,43.96,0,21.7
12/11/2016,89030,Fun Fly,Visa,1,4.95,0,2.39
12/24/2016,89115,Yanaki,Visa,1,28.75,0,13.75
12/24/2016,89115,Aspen,Mastercard,1,27.95,0,11.14
10/12/2016,89030,Bellen,Debit Visa,12,299.4,0.1875,158.64
11/8/2016,89419,Fun Fly,Debit Visa,12,59.4,0.1875,49.44
12/3/2016,89030,Yanaki,American Express,1,28.75,0,13.97
12/18/2016,89115,Majestic Beaut,Debit Visa,1,32.95,0,18.21
11/9/2016,89419,Bellen,Cash,1,24.95,0,12.28
10/12/2016,89115,Bellen,Debit Visa,6,149.7,0.1,85.5
12/15/2016,89115,Majestic Beaut,Visa,2,65.9,0,39.58
11/4/2016,89419,Bellen,Debit Visa,1,24.95,0,13.89
11/19/2016,89419,Bellen,Cash,1,24.95,0,12.46
12/12/2016,89419,Bellen,Debit Visa,2,49.9,0,25.38
10/1/2016,89030,Bellen,Paypal,4,99.8,0.1,56.2
11/1/2016,89419,Aspen,Cash,1,27.95,0,10.76
10/29/2016,89030,Bellen,Visa,2,49.9,0,27.04
11/21/2016,89030,Carlota,Mastercard,1,27.95,0,12.43
11/16/2016,89115,Aspen,Visa,1,27.95,0,10.7
10/3/2016,89419,Aspen,Cash,1,27.95,0,12.24
12/16/2016,89030,Quad,Visa,6,263.76,0.1,134.4
10/13/2016,89419,Quad,Visa,1,43.96,0,21.3
10/1/2016,89115,Aspen,Cash,1,27.95,0,11.46
10/31/2016,89419,Bellen,Cash,2,49.9,0,24.32
10/22/2016,89419,Yanaki,Visa,12,345,0.1875,190.56
11/19/2016,89419,Bellen,Debit Visa,2,49.9,0,25.32
10/10/2016,89030,Fun Fly,Cash,1,4.95,0,2.24
12/24/2016,89115,Fun Fly,Visa,1,4.95,0,1.7
10/11/2016,89030,Fun Fly,In Store,1,4.95,0,3.57
10/12/2016,89419,Bellen,Debit Mastercard,12,299.4,0.1875,170.88
10/16/2016,89030,Fun Fly,Mastercard,1,4.95,0,1.62
12/14/2016,89419,Yanaki,Debit Visa,12,345,0.1875,185.4
12/7/2016,89419,Bellen,Paypal,1,24.95,0,13.43
12/7/2016,89030,Yanaki,In Store,1,28.75,0,15.88
10/14/2016,89115,Bellen,Cash,12,299.4,0.1875,148.56
12/8/2016,89030,Carlota,Debit Visa,6,167.7,0.1,72.06
10/29/2016,89419,Aspen,Debit Mastercard,1,27.95,0,12.43
10/5/2016,89419,Majestic Beaut,Paypal,12,395.4,0.1875,222
10/25/2016,89030,Fun Fly,Debit Visa,6,29.7,0.1,24.24
10/31/2016,89030,Aspen,Debit Visa,1,27.95,0,11.57
12/13/2016,89419,Fun Fly,Visa,1,4.95,0,2.3
10/23/2016,89115,Quad,Visa,1,43.96,0,20.47
10/19/2016,89115,Yanaki,Visa,4,115,0.1,59.4
10/18/2016,89030,Carlota,Debit Visa,1,27.95,0,12.4
10/14/2016,89419,Yanaki,Debit Visa,6,172.5,0.1,94.98
12/14/2016,89030,Fun Fly,Debit Visa,1,4.95,0,1.53
10/3/2016,89115,Fun Fly,Paypal,1,4.95,0,2.45
11/12/2016,89419,Fun Fly,Paypal,1,4.95,0,2.15
10/2/2016,89030,Fun Fly,Cash,4,19.8,0.1,8.72
10/16/2016,89030,Yanaki,Mastercard,1,28.75,0,14.07
10/8/2016,89115,Yanaki,Visa,1,28.75,0,13.49
12/10/2016,89419,Majestic Beaut,Visa,2,65.9,0,35.9
11/12/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,14.32
10/31/2016,89115,Quad,Debit Visa,6,263.76,0.1,130.5
11/24/2016,89115,Bellen,Cash,2,49.9,0,27.92
12/22/2016,89030,Bellen,Cash,1,24.95,0,12.55
10/11/2016,89115,Carlota,Debit Visa,6,167.7,0.1,77.16
12/1/2016,89030,Fun Fly,Debit Visa,1,4.95,0,1.86
11/11/2016,89419,Quad,Cash,3,131.88,0,62.13
10/17/2016,89419,Bellen,Paypal,1,24.95,0,14.29
11/6/2016,89419,Yanaki,Debit Mastercard,1,28.75,0,13.98
10/1/2016,89030,Bellen,Visa,1,24.95,0,12.12
10/9/2016,89115,Yanaki,Visa,1,28.75,0,14.84
10/13/2016,89419,Quad,Debit Visa,1,43.96,0,21.31
10/25/2016,89115,Quad,Debit Visa,1,43.96,0,21.66
10/6/2016,89115,Aspen,American Express,1,27.95,0,12.11
